collection_name,creator,rarity_score,trait_count,past_avg_price,floor_price,sales_last_7d,sales_last_30d,twitter_followers,discord_members,engagement_rate,listing_count,days_since_mint,blockchain,sale_price
Invisible Friends,CyberKongz_Dev,128.71,3.0,74.2819,27.5106,107,535,1016752,283291.0,0.0816,1652,135,ethereum,33.4021
Art Blocks,CoolCats_Dev,345.39,13.0,49.8231,39.0451,26,130,799576,434040.0,0.0568,4085,97,ethereum,34.216
Otherdeed,Azuki_Team,272.05,4.0,15.7002,5.2674,112,560,1866149,324648.0,0.119,2920,798,ethereum,12.5998
Azuki,KevinRose_Team,418.89,8.0,10.3494,3.085,72,144,1207337,285958.0,0.0298,2842,150,ethereum,11.5904
Meebits,Sandbox_AG,480.23,5.0,27.8278,22.6733,45,90,846553,164350.0,0.0488,1350,1126,ethereum,27.1371
Art Blocks,SnowFro,184.28,10.0,14.5775,10.5453,135,540,1173500,128088.0,0.1411,3946,584,solana,6.5351
Doodles,LarvaLabs,45.08,3.0,4.7358,1.3786,40,200,271612,49830.0,0.0288,1212,490,ethereum,3.1092
Chromie Squiggle,Azuki_Team,375.07,2.0,1.9378,1.2965,181,905,950308,274170.0,0.0177,3099,1051,ethereum,6.7119
Mutant Ape YC,GaryVee,11.63,8.0,9.6836,8.0875,160,480,659826,460685.0,0.0824,4143,933,polygon,2.4336
World of Women,CyberKongz_Dev,112.26,13.0,12.2471,3.6229,156,468,362379,6420.0,0.0885,591,505,polygon,2.386
Mutant Ape YC,YugaLabs,27.57,9.0,14.0308,4.3418,15,60,786727,476382.0,0.09,2006,1168,ethereum,7.7177
CyberKongz,Decentraland_Fdn,449.18,11.0,42.8437,16.2329,192,960,1278165,429703.0,0.0255,3391,637,ethereum,40.3633
Art Blocks,LarvaLabs,3.64,7.0,26.5054,11.1434,98,196,1166472,219171.0,0.1085,1377,850,ethereum,10.9706
Cool Cats,WoW_NFT,246.88,,72.9074,22.106,146,730,1927918,156879.0,0.0371,149,1163,ethereum,42.5683
Moonbirds,Evan_Conceicao,212.58,6.0,1.1648,0.4414,38,190,549363,290329.0,,2051,867,polygon,1.4469
Mutant Ape YC,CoolCats_Dev,326.72,14.0,16.0728,6.0744,153,306,1399490,427765.0,0.035,2488,709,solana,6.421
Invisible Friends,Invisible_Studio,145.58,11.0,32.0725,10.3153,63,315,1100851,14610.0,0.0036,4603,739,ethereum,17.2116
VeeFriends,Evan_Conceicao,436.97,10.0,1.8895,0.7176,141,564,1747716,224729.0,0.0856,4038,785,polygon,1.7967
Chromie Squiggle,SnowFro,367.44,5.0,4.6142,2.0424,55,275,1816137,23703.0,0.0312,912,1173,ethereum,7.381
Invisible Friends,RTFKTstudios,216.71,9.0,3.2272,1.6346,186,372,1415173,322036.0,,1392,841,ethereum,6.2656
Moonbirds,SnowFro,179.66,9.0,10.3858,4.5999,141,705,847748,38426.0,0.0352,934,360,polygon,2.4575
Decentraland,LarvaLabs,408.13,10.0,72.8954,31.6085,90,180,1067025,158385.0,0.0648,4554,27,ethereum,68.4985
Moonbirds,RTFKTstudios,378.77,13.0,96.5494,50.7599,91,182,1303313,369399.0,0.0277,1775,939,ethereum,51.3158
Moonbirds,CyberKongz_Dev,200.1,10.0,3.5765,1.6868,0,0,1611898,376005.0,0.0649,4456,586,ethereum,5.7752
Moonbirds,Meebits_Dev,,4.0,25.3313,8.4306,59,236,458182,113694.0,0.0213,311,498,solana,9.3667
Bored Ape YC,CyberKongz_Dev,20.41,4.0,17.8882,8.7632,157,314,1746034,256536.0,0.0514,2798,1122,ethereum,11.0572
VeeFriends,Meebits_Dev,41.77,9.0,7.592,7.136,166,498,1602753,92305.0,0.0306,383,187,ethereum,8.7657
Cool Cats,Azuki_Team,27.91,13.0,12.3522,7.2339,199,597,176772,295874.0,0.1226,2777,45,ethereum,5.6646
CloneX,CoolCats_Dev,13.18,14.0,10.1911,6.4527,17,34,539706,4266.0,0.1097,64,887,ethereum,7.5853
Sandbox Land,Invisible_Studio,77.28,9.0,101.325,33.9566,50,100,471997,406906.0,0.0259,789,1109,ethereum,43.7955
Chromie Squiggle,Meebits_Dev,,8.0,35.7268,16.8266,153,306,1159815,11546.0,0.0134,739,995,polygon,6.6015
Doodles,WoW_NFT,399.28,12.0,2.136,1.2559,72,360,417659,304318.0,0.0048,3548,1045,polygon,1.7053
Doodles,Invisible_Studio,422.94,14.0,35.2463,11.6449,49,245,600844,202751.0,0.0348,3205,1036,solana,9.9384
Decentraland,YugaLabs,,1.0,13.7051,13.0769,56,224,378758,111824.0,,2796,822,polygon,2.6155
Moonbirds,CyberKongz_Dev,312.41,5.0,9.3893,6.5402,183,732,135270,270884.0,0.0606,990,1106,ethereum,10.6835
Cool Cats,YugaLabs,62.84,5.0,53.4388,17.4216,171,342,918989,70953.0,0.1458,1336,410,ethereum,27.3839
Azuki,CyberKongz_Dev,349.78,8.0,13.3481,5.6164,1,2,639665,289571.0,0.119,1895,894,ethereum,10.5368
Decentraland,Decentraland_Fdn,140.73,5.0,16.726,5.7005,168,504,1009282,322415.0,0.0126,4894,111,ethereum,12.2548
Cool Cats,WoW_NFT,260.11,5.0,16.0452,5.1835,111,555,424455,229009.0,0.0247,3530,633,solana,6.8893
CyberKongz,WoW_NFT,477.41,1.0,1.3346,0.3978,168,504,573097,180887.0,0.005,167,349,polygon,1.9653
World of Women,LarvaLabs,435.44,1.0,4.7148,4.0695,124,620,1785401,229834.0,,168,1126,solana,7.8242
Decentraland,RTFKTstudios,117.36,7.0,6.0259,2.0099,137,411,1610153,478321.0,0.0799,1744,523,ethereum,6.6561
World of Women,Evan_Conceicao,368.59,14.0,2.9915,1.0792,115,345,532691,376595.0,0.0124,1053,252,ethereum,9.7983
Otherdeed,Meebits_Dev,52.94,5.0,38.013,25.0487,146,730,323986,,0.0099,2041,683,ethereum,21.2264
CyberKongz,Azuki_Team,14.34,4.0,27.3249,8.2075,163,489,1948859,144856.0,0.0186,4979,93,ethereum,14.9481
VeeFriends,Decentraland_Fdn,15.06,4.0,8.6936,4.3241,101,404,1361899,12535.0,0.1007,986,153,ethereum,4.5923
VeeFriends,RTFKTstudios,85.95,14.0,7.3252,2.2756,22,88,984945,118935.0,0.0039,2988,518,ethereum,5.092
Meebits,Decentraland_Fdn,347.78,10.0,16.0675,6.3943,18,72,1398923,389256.0,0.1455,2418,757,ethereum,11.2506
Mutant Ape YC,KevinRose_Team,182.29,10.0,34.1219,14.7276,83,332,442519,427176.0,0.0577,3303,699,solana,17.8916
CyberKongz,Sandbox_AG,8.96,3.0,2.324,1.6614,94,470,856549,228563.0,0.0512,2738,67,ethereum,2.3784
CryptoPunks,Meebits_Dev,494.02,13.0,14.641,4.4558,172,516,782992,344662.0,0.0717,2585,816,ethereum,12.6087
Moonbirds,CyberKongz_Dev,267.16,3.0,30.3764,12.701,6,18,1441882,185351.0,0.0782,1387,70,polygon,4.0911
World of Women,WoW_NFT,197.55,,0.4457,0.439,177,708,367270,238485.0,0.0636,4829,978,ethereum,3.6778
Chromie Squiggle,KevinRose_Team,259.91,14.0,4.3737,4.1825,11,33,978437,,0.0735,1344,47,solana,3.0187
Bored Ape YC,SnowFro,260.47,8.0,7.8825,2.6774,99,198,1667449,137774.0,0.0516,730,33,polygon,2.8097
Doodles,LarvaLabs,235.65,13.0,5.362,3.8168,84,252,393058,159237.0,0.049,489,621,ethereum,4.4055
VeeFriends,CyberKongz_Dev,306.86,14.0,6.1293,2.4548,111,444,240378,68377.0,0.0051,346,962,polygon,2.2
World of Women,Meebits_Dev,442.93,9.0,14.2878,5.2865,8,32,1642520,109243.0,0.1011,1771,918,ethereum,7.9752
Meebits,LarvaLabs,151.56,11.0,76.5579,45.0761,152,456,1747118,18806.0,0.093,4082,720,polygon,12.0398
Bored Ape YC,Azuki_Team,244.0,9.0,7.3627,3.0383,26,104,861417,407876.0,0.1007,781,215,polygon,2.1382
Sandbox Land,LarvaLabs,2.82,8.0,10.1804,6.3602,155,465,92311,426197.0,0.1412,30,1143,polygon,1.8935
Pudgy Penguins,Meebits_Dev,430.05,5.0,165.2333,49.092,113,452,1081614,210807.0,0.0715,2654,25,ethereum,75.6252
Art Blocks,SnowFro,153.65,10.0,7.2973,2.3163,177,531,599566,296733.0,0.1324,2812,418,ethereum,7.5758
Invisible Friends,Azuki_Team,136.38,4.0,68.0333,39.5518,195,975,1175061,124468.0,,2821,905,polygon,17.1264
Cool Cats,GaryVee,498.77,3.0,10.4733,4.5104,168,672,280203,23010.0,0.0722,17,740,solana,6.8965
Pudgy Penguins,WoW_NFT,292.61,4.0,85.6191,38.0262,90,360,1610404,257903.0,0.0953,1023,948,ethereum,39.8708
Moonbirds,WoW_NFT,62.4,1.0,37.4884,11.0258,82,246,1370688,79377.0,0.0332,1747,920,polygon,5.9776
Mutant Ape YC,SnowFro,133.5,14.0,12.8609,6.4788,132,660,1290619,424151.0,0.0334,3701,1127,ethereum,8.678
RTFKT,Decentraland_Fdn,177.26,4.0,9.9646,4.1423,129,387,1024887,139854.0,0.077,3257,620,polygon,2.8289
Art Blocks,Invisible_Studio,493.04,12.0,7.0402,2.1194,158,790,440819,368839.0,0.0112,4074,985,solana,5.4856
Doodles,Azuki_Team,215.88,7.0,6.9063,4.9084,96,192,1878709,131609.0,0.0363,2741,187,ethereum,5.0617
Invisible Friends,CyberKongz_Dev,115.84,5.0,31.26,13.1554,92,460,531922,63306.0,0.1192,2023,209,ethereum,22.2817
CryptoPunks,GaryVee,285.3,4.0,5.5772,4.4117,23,115,732678,274240.0,0.0701,2803,60,ethereum,8.833
World of Women,Azuki_Team,202.98,12.0,7.7966,3.065,33,66,1852568,91748.0,0.005,1930,246,ethereum,9.2594
Azuki,Invisible_Studio,28.43,8.0,6.3494,3.317,164,328,81977,199781.0,0.0101,795,134,ethereum,4.4803
CryptoPunks,KevinRose_Team,430.6,7.0,50.4179,14.746,197,985,250628,146731.0,0.138,2883,989,ethereum,31.1949
RTFKT,CoolCats_Dev,8.83,10.0,39.7424,19.4957,120,360,1523437,441120.0,0.1436,1480,594,ethereum,17.0383
Bored Ape YC,CyberKongz_Dev,449.34,12.0,2.6978,2.0126,68,272,736234,251570.0,0.0965,1329,533,ethereum,7.3912
Invisible Friends,GaryVee,396.14,10.0,6.1981,2.0091,11,22,1159211,359733.0,0.0286,3553,767,ethereum,8.5532
Chromie Squiggle,Azuki_Team,38.84,7.0,21.5651,7.0655,8,24,1161279,294463.0,0.0558,339,432,polygon,3.1687
Pudgy Penguins,YugaLabs,362.08,13.0,76.7042,28.0234,135,540,1654956,455375.0,0.0465,126,685,polygon,13.7575
Otherdeed,Decentraland_Fdn,385.7,13.0,50.9176,17.7288,128,640,1240762,219821.0,0.118,1787,5,ethereum,31.202
CryptoPunks,KevinRose_Team,301.55,14.0,1.6581,0.9978,56,168,852564,431423.0,0.081,2980,855,polygon,1.401
Mutant Ape YC,YugaLabs,289.26,2.0,8.5045,3.2645,37,74,1098734,449135.0,0.1172,4200,1045,ethereum,10.4255
Sandbox Land,LarvaLabs,25.79,13.0,1.6065,1.4671,13,39,1476493,460692.0,0.0547,2590,47,ethereum,2.3582
Cool Cats,CyberKongz_Dev,30.69,3.0,4.8514,3.2511,136,544,758534,347916.0,0.1306,1300,97,ethereum,4.6905
Pudgy Penguins,GaryVee,363.92,9.0,102.3577,30.7316,121,605,342545,490007.0,0.0649,1726,164,ethereum,37.934
CryptoPunks,WoW_NFT,53.68,10.0,2.3152,0.8129,66,330,972873,372566.0,0.0632,1898,730,ethereum,3.3447
CryptoPunks,GaryVee,121.68,3.0,1.0127,0.6423,146,730,1999053,155917.0,0.0739,1680,913,ethereum,2.9233
CryptoPunks,CoolCats_Dev,249.92,1.0,2.1199,1.6582,169,338,224758,78584.0,0.0892,3346,987,solana,3.1776
VeeFriends,CyberKongz_Dev,,14.0,21.3355,6.3267,103,412,347707,104919.0,0.1342,3996,937,polygon,2.6629
Chromie Squiggle,SnowFro,395.13,13.0,12.087,9.4395,52,208,1990207,286924.0,0.0692,3546,692,ethereum,13.3992
World of Women,SnowFro,403.88,3.0,12.4442,7.5756,1,3,1659686,82659.0,0.1396,1916,843,ethereum,6.71
CyberKongz,Invisible_Studio,421.23,9.0,26.7602,18.3719,159,795,234504,118893.0,0.0597,1444,336,ethereum,23.4592
Cool Cats,LarvaLabs,25.73,3.0,0.5504,0.5403,115,575,425270,314081.0,0.0494,408,894,polygon,0.6119
Sandbox Land,RTFKTstudios,214.51,8.0,33.3017,18.6529,69,138,1381801,166437.0,0.045,3991,220,polygon,6.8738
Mutant Ape YC,Decentraland_Fdn,423.61,5.0,10.587,3.0817,1,5,1565124,340515.0,0.0042,4810,1156,ethereum,8.7878
Invisible Friends,YugaLabs,182.25,,19.9963,10.7811,162,810,1468033,498658.0,0.1275,283,51,ethereum,11.5184
CyberKongz,RTFKTstudios,348.21,9.0,2.0702,0.9157,185,740,1722574,44009.0,0.0128,660,1133,ethereum,5.4882
Azuki,Azuki_Team,295.03,7.0,12.9158,4.5084,96,288,1013760,320618.0,0.0508,1080,553,ethereum,11.0865
Art Blocks,Meebits_Dev,174.26,10.0,14.1492,5.9508,53,265,1753343,410553.0,0.0383,3989,773,solana,6.1662
Mutant Ape YC,Decentraland_Fdn,,7.0,51.2832,17.9376,123,492,1192212,70217.0,0.1119,1089,192,polygon,8.8622
CryptoPunks,Evan_Conceicao,,1.0,1.7751,0.6688,174,870,951699,391554.0,0.14,79,383,ethereum,4.717
CryptoPunks,Meebits_Dev,67.68,,11.725,4.6502,117,468,1273053,253725.0,0.1227,1686,1034,ethereum,10.8738
CryptoPunks,Sandbox_AG,430.2,11.0,3.1978,1.2186,2,10,857911,314274.0,0.0487,1828,17,ethereum,7.5097
Doodles,Invisible_Studio,288.65,7.0,24.6434,8.2202,39,117,1212982,25868.0,0.0689,1982,230,ethereum,14.0094
Otherdeed,Invisible_Studio,56.64,3.0,31.6102,11.3891,19,38,1667665,217862.0,0.0378,2580,758,ethereum,18.6371
CloneX,CoolCats_Dev,352.06,1.0,62.5732,21.0017,82,246,1916419,183535.0,0.1387,1217,965,ethereum,37.0354
Doodles,YugaLabs,216.13,5.0,3.2168,2.3584,90,450,1159188,76913.0,0.0187,158,518,solana,2.9399
World of Women,Sandbox_AG,102.84,11.0,36.7363,13.6354,107,428,11961,381436.0,0.1428,545,105,ethereum,19.2951
Cool Cats,GaryVee,480.57,5.0,65.2213,22.9446,151,604,1242743,252845.0,0.1222,3673,177,ethereum,45.3746
RTFKT,CoolCats_Dev,360.1,14.0,1.0916,0.6238,22,88,504169,439029.0,0.107,3302,1068,ethereum,7.1198
Azuki,GaryVee,296.9,5.0,29.7764,9.3447,188,752,472516,79668.0,0.1163,1310,259,ethereum,11.0516
Decentraland,SnowFro,424.58,6.0,24.9417,14.1571,52,104,1762466,365418.0,0.0516,4704,694,polygon,7.0205
CloneX,RTFKTstudios,,11.0,5.2883,3.2855,104,312,892590,302528.0,0.0451,2710,1123,ethereum,6.9398
Pudgy Penguins,RTFKTstudios,221.29,9.0,3.3204,1.0482,42,84,1580935,325555.0,0.0578,3986,451,polygon,1.5322
VeeFriends,KevinRose_Team,95.53,1.0,22.4762,13.8952,71,213,739213,155051.0,0.0281,3963,80,polygon,5.5362
RTFKT,WoW_NFT,77.54,2.0,2.1662,1.0625,166,664,1213873,345433.0,0.1122,1507,975,ethereum,1.5869
CloneX,Meebits_Dev,216.55,3.0,6.9462,3.6182,8,40,1330810,123728.0,0.0718,2959,945,ethereum,8.0341
Pudgy Penguins,LarvaLabs,228.53,13.0,13.8601,4.271,96,192,1786567,381156.0,0.133,2969,781,solana,7.0225
Mutant Ape YC,RTFKTstudios,366.92,1.0,22.6137,10.5766,116,464,393368,220581.0,0.1319,2283,1082,ethereum,14.3638
Mutant Ape YC,Meebits_Dev,221.6,2.0,5.7804,2.1129,113,226,1122656,239824.0,0.0242,3180,931,ethereum,4.4967
Cool Cats,LarvaLabs,296.99,11.0,5.8833,1.9709,76,152,811800,,0.0336,1687,826,solana,5.1923
Azuki,Sandbox_AG,416.43,9.0,12.9683,5.0465,75,375,927927,42228.0,,499,400,solana,4.2992
Sandbox Land,Sandbox_AG,496.67,14.0,50.3694,14.9943,181,724,1697539,183795.0,0.0187,235,74,ethereum,33.0405
Invisible Friends,RTFKTstudios,161.94,4.0,209.6921,69.7516,48,96,272078,101737.0,,2239,871,ethereum,125.3515
Meebits,SnowFro,451.08,10.0,1.4688,0.7342,96,192,1093118,481805.0,0.1109,4565,1015,ethereum,6.8643
Otherdeed,WoW_NFT,403.22,2.0,22.0962,6.5431,72,144,775971,210917.0,0.1085,1079,834,polygon,5.2964
Moonbirds,Evan_Conceicao,34.94,9.0,2.8123,1.2167,153,459,1792139,,0.0711,2963,784,ethereum,2.7478
Otherdeed,Azuki_Team,167.75,2.0,16.0784,15.2194,161,322,433224,13111.0,0.1266,828,862,ethereum,14.4479
Decentraland,CyberKongz_Dev,110.3,,2.3978,1.4532,169,676,465438,456439.0,0.0913,3161,333,polygon,0.9568
Invisible Friends,Decentraland_Fdn,332.53,6.0,5.0949,1.9946,16,48,182150,78471.0,0.149,928,141,solana,3.4443
Invisible Friends,Invisible_Studio,278.09,4.0,3.076,2.2097,19,76,880086,441.0,0.1225,2208,755,polygon,1.6686
Pudgy Penguins,Azuki_Team,247.93,14.0,10.0623,4.0901,75,150,22121,106160.0,0.1086,4043,1131,ethereum,5.7985
Azuki,CyberKongz_Dev,382.02,1.0,12.5761,6.6051,88,176,1001082,108434.0,0.0194,1869,164,ethereum,13.1478
CyberKongz,SnowFro,167.32,12.0,18.7064,8.008,12,24,447552,40035.0,0.1251,4671,86,solana,3.3174
Mutant Ape YC,WoW_NFT,191.99,8.0,4.4717,4.4508,178,356,801434,498175.0,0.0465,242,849,solana,3.7464
Meebits,KevinRose_Team,432.95,10.0,2.8358,0.9086,179,358,1210557,29658.0,0.0634,428,507,ethereum,7.7766
Meebits,Evan_Conceicao,486.13,4.0,20.4447,10.7332,84,252,1369144,364074.0,0.07,853,1083,ethereum,14.4498
CryptoPunks,RTFKTstudios,388.4,13.0,5.6794,4.2057,153,765,122944,418475.0,0.0504,1226,566,ethereum,6.4836
Mutant Ape YC,Azuki_Team,109.32,7.0,37.8464,18.0669,113,452,297865,322284.0,0.0172,2133,626,ethereum,20.2393
VeeFriends,Sandbox_AG,57.21,6.0,4.2468,1.9169,131,393,635878,66264.0,0.0307,4570,75,ethereum,4.2929
CryptoPunks,CyberKongz_Dev,105.39,7.0,1.6995,0.6553,174,870,1039041,363073.0,0.1207,1216,1142,ethereum,3.654
Otherdeed,CyberKongz_Dev,211.96,5.0,9.9446,4.3024,18,90,1767077,164923.0,0.0982,1791,397,ethereum,6.5826
CryptoPunks,Invisible_Studio,119.11,5.0,23.5336,21.2242,46,230,277975,204207.0,0.1415,231,526,polygon,5.3168
CloneX,YugaLabs,450.62,2.0,17.2814,5.4365,85,425,136215,125761.0,0.1233,3575,755,ethereum,14.5966
Moonbirds,Sandbox_AG,335.69,7.0,7.5518,3.5268,178,712,1258580,392126.0,0.0609,2734,1029,ethereum,8.9865
Sandbox Land,Decentraland_Fdn,208.95,7.0,1.8806,1.5771,118,590,1957781,289973.0,0.1181,234,954,ethereum,3.8921
Bored Ape YC,WoW_NFT,137.63,6.0,108.3133,36.9409,79,237,1660581,77518.0,0.0869,2325,928,ethereum,56.9169
Cool Cats,GaryVee,190.95,14.0,3.4527,1.3027,5,25,1131103,203787.0,0.0437,1100,127,ethereum,5.7626
Cool Cats,KevinRose_Team,238.55,2.0,4.9237,1.8767,118,236,40484,396966.0,0.1463,2112,107,ethereum,6.6961
World of Women,Decentraland_Fdn,357.2,13.0,18.3618,8.8821,53,159,1152619,468812.0,0.1393,1428,997,ethereum,15.7196
Otherdeed,Meebits_Dev,,13.0,0.9791,0.4832,65,325,914143,469769.0,0.0177,3923,1095,ethereum,2.8071
Pudgy Penguins,SnowFro,424.57,1.0,48.4253,20.6871,199,398,894179,67540.0,0.1261,296,748,solana,17.2087
Cool Cats,LarvaLabs,64.65,10.0,10.6775,9.4786,105,420,985660,428857.0,0.0126,3001,1092,ethereum,7.1046
World of Women,CyberKongz_Dev,131.96,3.0,23.0394,13.185,27,81,1123257,283172.0,0.1394,3967,381,solana,6.8245
Cool Cats,WoW_NFT,,1.0,30.381,8.756,9,18,1440648,369856.0,0.094,17,422,solana,11.7701
RTFKT,CyberKongz_Dev,95.91,13.0,9.8088,3.6938,77,154,384651,192938.0,0.0258,4523,204,polygon,1.451
Moonbirds,Meebits_Dev,51.47,2.0,2.5618,1.2513,13,52,149902,325723.0,0.1228,3811,952,ethereum,2.6184
Azuki,WoW_NFT,319.56,5.0,5.8942,3.7883,85,340,103338,129181.0,0.0779,1403,803,ethereum,8.485
World of Women,Sandbox_AG,197.17,2.0,3.9813,1.3906,82,328,812338,260593.0,0.0099,2418,270,ethereum,6.4228
Bored Ape YC,Evan_Conceicao,46.83,2.0,13.258,8.0316,175,350,1016132,112974.0,0.12,3407,1199,polygon,1.8577
Sandbox Land,CoolCats_Dev,2.87,1.0,16.5905,11.8004,66,198,1571069,197672.0,0.1185,2588,37,ethereum,11.1605
Otherdeed,LarvaLabs,40.5,12.0,36.5543,26.3685,55,110,867214,204046.0,0.0728,3784,924,solana,12.3011
Decentraland,Sandbox_AG,261.85,1.0,19.7663,7.0015,123,246,1064523,432840.0,0.1099,4448,250,ethereum,13.5074
Decentraland,RTFKTstudios,116.22,11.0,35.435,13.5921,127,381,1953454,314169.0,0.007,1796,941,polygon,6.2087
World of Women,YugaLabs,389.0,3.0,3.685,3.1375,7,28,1499817,323764.0,0.0484,555,581,ethereum,7.4207
Mutant Ape YC,Sandbox_AG,428.9,13.0,3.2507,2.5246,16,48,1381990,141954.0,0.1013,2162,281,ethereum,9.4791
Cool Cats,Evan_Conceicao,73.27,12.0,20.45,7.9122,33,66,728337,217506.0,0.0354,3001,70,ethereum,15.0092
Otherdeed,Evan_Conceicao,169.17,9.0,6.843,2.8186,155,310,304822,236462.0,0.0681,3877,745,ethereum,8.8855
Doodles,Azuki_Team,74.14,12.0,16.8072,6.1905,41,123,1840215,392417.0,0.1399,1417,192,ethereum,10.407
Azuki,SnowFro,144.06,5.0,1.8126,1.2543,198,594,1107206,92848.0,0.1242,4641,540,ethereum,3.2961
RTFKT,KevinRose_Team,120.36,11.0,4.3821,1.5559,88,440,155151,27146.0,0.0841,193,1140,ethereum,3.7932
Cool Cats,GaryVee,393.65,4.0,32.0897,9.607,186,744,964835,252601.0,0.0869,2907,1065,ethereum,18.3575
Pudgy Penguins,KevinRose_Team,173.39,9.0,32.5041,12.988,49,245,182783,406578.0,0.1332,2192,593,ethereum,21.9879
Mutant Ape YC,Sandbox_AG,248.29,13.0,2.0467,1.3733,84,168,1962649,366826.0,0.1296,3477,878,solana,3.1295
Pudgy Penguins,KevinRose_Team,337.27,11.0,27.0466,10.0215,27,81,1057207,405370.0,0.0142,1425,987,ethereum,20.4127
CyberKongz,Sandbox_AG,411.31,4.0,4.3933,2.3649,169,338,1570045,196776.0,0.0704,4660,728,ethereum,6.5483
World of Women,CoolCats_Dev,151.3,11.0,5.1346,4.5713,119,238,941912,,0.0294,17,248,ethereum,5.3812
Sandbox Land,LarvaLabs,105.4,13.0,43.0897,24.5407,15,75,39958,329993.0,0.0134,4080,973,ethereum,35.1551
Bored Ape YC,CoolCats_Dev,489.25,13.0,38.5487,11.8104,148,444,1277115,18932.0,0.0446,2469,107,ethereum,20.4418
CyberKongz,Evan_Conceicao,160.75,11.0,23.6183,11.647,177,708,1306395,447759.0,0.092,2584,627,ethereum,19.7073
Pudgy Penguins,WoW_NFT,335.86,11.0,140.0007,44.2807,137,411,458497,356882.0,0.1194,1562,936,solana,42.6953
World of Women,YugaLabs,339.24,11.0,4.3747,1.9258,161,322,1433047,251996.0,0.137,1964,685,ethereum,5.9797
Invisible Friends,Sandbox_AG,257.5,11.0,3.1473,1.3729,55,275,452443,100015.0,0.064,2176,419,polygon,1.2406
VeeFriends,SnowFro,115.0,2.0,1.9087,1.8841,86,344,1383300,125241.0,0.0639,1562,500,ethereum,3.2481
Bored Ape YC,Azuki_Team,71.59,12.0,8.5618,3.3022,170,680,1498344,498011.0,0.0238,68,552,ethereum,7.1489
VeeFriends,CyberKongz_Dev,244.02,3.0,0.3373,0.2657,121,484,275326,7372.0,0.03,2008,893,ethereum,3.1014
CloneX,KevinRose_Team,255.95,8.0,7.6761,3.4941,122,366,583884,4690.0,0.0163,2014,1190,ethereum,10.0148
VeeFriends,Evan_Conceicao,386.91,5.0,3.8488,2.3315,153,459,327024,173795.0,0.1464,3612,934,ethereum,6.8484
CloneX,LarvaLabs,355.21,3.0,22.7392,11.4789,122,610,1454719,114973.0,0.02,2357,380,polygon,5.7658
Meebits,Evan_Conceicao,456.11,4.0,16.0259,6.8408,25,50,471492,338401.0,0.1137,2752,134,polygon,4.6597
CloneX,LarvaLabs,485.46,2.0,2.2584,2.1796,42,126,1281593,21126.0,0.0483,2335,568,ethereum,9.8614
VeeFriends,WoW_NFT,364.2,7.0,15.5693,9.0971,155,465,835448,392781.0,0.081,2125,1029,ethereum,12.3226
RTFKT,SnowFro,39.18,6.0,37.0856,10.6751,48,192,167112,391349.0,0.131,3587,762,ethereum,19.3828
Meebits,KevinRose_Team,,6.0,2.0377,1.782,133,665,1765459,114824.0,0.1405,3381,386,ethereum,3.298
CyberKongz,Invisible_Studio,304.79,2.0,4.4608,2.4803,94,470,1422403,289389.0,0.0368,4956,107,ethereum,6.7136
Sandbox Land,CyberKongz_Dev,295.51,9.0,0.5595,0.3102,124,496,523647,335874.0,0.1368,2489,303,polygon,1.694
Invisible Friends,RTFKTstudios,91.54,3.0,2.359,1.2107,47,94,1759090,424232.0,0.0386,149,860,solana,2.0812
Otherdeed,SnowFro,291.89,12.0,4.9865,1.8387,62,310,1417820,366301.0,0.1209,2930,804,ethereum,9.7441
Otherdeed,CoolCats_Dev,175.49,1.0,7.9329,4.8988,137,411,1633384,481310.0,0.0033,1986,542,ethereum,8.3343
Pudgy Penguins,RTFKTstudios,170.12,1.0,3.0998,1.4413,34,102,356655,58072.0,0.0807,488,401,polygon,1.2324
Meebits,Evan_Conceicao,417.17,5.0,6.3219,2.4202,61,305,18219,305096.0,0.1091,4285,210,polygon,2.7026
Decentraland,WoW_NFT,211.54,6.0,1.86,1.03,199,597,124075,386412.0,0.126,3168,1166,ethereum,3.048
Art Blocks,Azuki_Team,264.17,14.0,18.5564,5.5032,30,90,1079657,115953.0,0.1263,3132,517,ethereum,10.5544
Azuki,Meebits_Dev,281.87,8.0,25.7644,7.4697,115,575,1573451,109289.0,0.0455,3185,920,polygon,3.6854
Chromie Squiggle,Invisible_Studio,281.94,6.0,9.4364,7.2633,30,90,1826717,46415.0,0.1281,4918,553,solana,5.1545
CloneX,KevinRose_Team,107.35,12.0,8.4585,4.5487,141,564,1921960,492871.0,0.0492,3443,683,ethereum,6.8053
Mutant Ape YC,GaryVee,300.13,4.0,1.0719,0.7052,25,50,1197651,433143.0,0.0358,3569,769,solana,3.1813
Otherdeed,CyberKongz_Dev,167.98,13.0,3.1245,2.1299,114,570,1262697,60579.0,0.0012,3757,427,ethereum,4.5248
CyberKongz,Meebits_Dev,327.86,6.0,6.1233,2.749,87,261,581006,122632.0,0.0361,3623,1124,polygon,1.7991
Art Blocks,CoolCats_Dev,,5.0,6.6559,2.7623,138,552,2815,229164.0,0.0186,3523,549,ethereum,6.5765
Art Blocks,Invisible_Studio,497.06,,10.1217,4.9036,0,0,389492,446769.0,0.1016,389,918,ethereum,4.6304
Chromie Squiggle,LarvaLabs,386.25,1.0,41.6903,24.7952,103,309,111595,412844.0,0.0226,2018,1099,ethereum,28.1747
